index,period,attendances,breaches
7275,2017-07-01,3674,0
7276,2017-07-01,13120,2597
7277,2017-07-01,1229,3
7278,2017-07-01,4688,6
7279,2017-07-01,7385,1102
7280,2017-07-01,1408,0
7281,2017-07-01,3954,57
7282,2017-07-01,2068,43
7283,2017-07-01,1116,0
7284,2017-07-01,8930,741
7285,2017-07-01,1961,1
7286,2017-07-01,3886,109
7287,2017-07-01,4820,1
7288,2017-07-01,14143,5287
7289,2017-07-01,4272,20
7290,2017-07-01,10596,1308
7291,2017-07-01,1394,0
7292,2017-07-01,20686,1751
7293,2017-07-01,6472,33
7294,2017-07-01,12378,2043
7295,2017-07-01,6177,1236
7296,2017-07-01,6252,265
7297,2017-07-01,9809,678
7298,2017-07-01,1323,0
7299,2017-07-01,688,2
7300,2017-07-01,4452,623
7301,2017-07-01,831,0
7302,2017-07-01,7425,28
7303,2017-07-01,4636,7
7304,2017-07-01,12604,1003
7305,2017-07-01,2231,1
7306,2017-07-01,10581,1219
7307,2017-07-01,7634,1855
7308,2017-07-01,4186,387
7309,2017-07-01,4864,0
7310,2017-07-01,210,0
7311,2017-07-01,3080,93
7312,2017-07-01,11763,2592
7313,2017-07-01,1706,0
7314,2017-07-01,815,6
7315,2017-07-01,9037,1452
7316,2017-07-01,249,0
7317,2017-07-01,6200,566
7318,2017-07-01,1730,1
7319,2017-07-01,9913,2780
7320,2017-07-01,792,1
7321,2017-07-01,2306,2
7322,2017-07-01,1097,0
7323,2017-07-01,9700,483
7324,2017-07-01,1624,16
7325,2017-07-01,6957,1371
7326,2017-07-01,13516,63
7327,2017-07-01,8844,492
7328,2017-07-01,1109,0
7329,2017-07-01,6073,238
7330,2017-07-01,6084,408
7331,2017-07-01,1068,7
7332,2017-07-01,4141,191
7333,2017-07-01,270,0
7334,2017-07-01,1537,0
7335,2017-07-01,8471,33
7336,2017-07-01,1398,8
7337,2017-07-01,4448,3
7338,2017-07-01,2105,16
7339,2017-07-01,4822,25
7340,2017-07-01,8342,531
7341,2017-07-01,9985,174
7342,2017-07-01,6319,364
7343,2017-07-01,203,0
7344,2017-07-01,7052,660
7345,2017-07-01,1522,1
7346,2017-07-01,6797,644
7347,2017-07-01,3697,0
7348,2017-07-01,9153,907
7349,2017-07-01,1598,21
7350,2017-07-01,9303,997
7351,2017-07-01,1927,66
7352,2017-07-01,432,0
7353,2017-07-01,12536,844
7354,2017-07-01,1052,2
7355,2017-07-01,3958,376
7356,2017-07-01,2696,0
7357,2017-07-01,3537,5
7358,2017-07-01,1526,0
7359,2017-07-01,4221,91
7360,2017-06-01,20127,2916
7361,2017-06-01,767,2
7362,2017-06-01,2728,3
7363,2017-06-01,28006,4029
7364,2017-06-01,775,6
7365,2017-06-01,10432,89
7366,2017-06-01,4560,7
7367,2017-06-01,18876,237
7368,2017-06-01,16675,1169
7369,2017-06-01,7682,40
7370,2017-06-01,6332,1228
7371,2017-06-01,8018,121
7372,2017-06-01,976,0
7373,2017-06-01,12424,640
7374,2017-06-01,486,0
7375,2017-06-01,11798,1454
7376,2017-06-01,836,0
7377,2017-06-01,2688,6
7378,2017-06-01,3737,0
7379,2017-06-01,10247,509
7380,2017-06-01,4659,0
7381,2017-06-01,9370,1992
7382,2017-06-01,4237,56
7383,2017-06-01,10364,329
7384,2017-06-01,17358,3348
7385,2017-06-01,1798,4
7386,2017-06-01,5373,217
7387,2017-06-01,8784,970
7388,2017-06-01,1097,1
7389,2017-06-01,17705,1313
7390,2017-06-01,7022,155
7391,2017-06-01,11649,3781
7392,2017-06-01,16268,156
7393,2017-06-01,8395,106
7394,2017-06-01,5683,24
7395,2017-06-01,14542,2598
7396,2017-06-01,749,0
7397,2017-06-01,18670,2865
7398,2017-06-01,3320,0
7399,2017-06-01,1750,0
7400,2017-06-01,12986,1134
7401,2017-06-01,1408,0
7402,2017-06-01,2309,0
7403,2017-06-01,5458,1649
7404,2017-06-01,8167,52
7405,2017-06-01,3049,0
7406,2017-06-01,3137,0
7407,2017-06-01,11389,900
7408,2017-06-01,9991,0
7409,2017-06-01,2339,0
7410,2017-06-01,8239,627
7411,2017-06-01,4995,0
7412,2017-06-01,2404,0
7413,2017-06-01,11910,1232
7414,2017-06-01,6486,266
7415,2017-06-01,3328,0
7416,2017-06-01,4727,164
7417,2017-06-01,5354,844
7418,2017-06-01,4810,0
7419,2017-06-01,10047,737
7420,2017-06-01,3847,3
7421,2017-06-01,6968,553
7422,2017-06-01,2906,3
7423,2017-06-01,7527,1335
7424,2017-06-01,3983,0
7425,2017-06-01,5631,7
7426,2017-06-01,11411,2673
7427,2017-06-01,4323,0
7428,2017-06-01,6041,1
7429,2017-06-01,1735,5
7430,2017-06-01,8836,1706
7431,2017-06-01,4931,11
7432,2017-06-01,2406,0
7433,2017-06-01,703,3
7434,2017-06-01,6893,342
7435,2017-06-01,2011,0
7436,2017-06-01,2231,0
7437,2017-06-01,18958,3705
7438,2017-06-01,3717,27
7439,2017-06-01,1073,11
7440,2017-06-01,7588,688
7441,2017-06-01,597,0
7442,2017-06-01,6817,345
7443,2017-06-01,2,0
7444,2017-06-01,7344,841
7445,2017-06-01,476,0
7446,2017-06-01,13832,78
7447,2017-06-01,3954,53
7448,2017-06-01,8918,108
7449,2017-06-01,3825,0
7450,2017-06-01,397,0
7451,2017-06-01,616,12
7452,2017-06-01,599,5
7453,2017-06-01,8217,1600
7454,2017-06-01,224,4
7455,2017-06-01,7662,1086
7456,2017-06-01,4804,11
7457,2017-06-01,3606,0
7458,2017-06-01,10078,974
7459,2017-06-01,1246,0
7460,2017-06-01,11931,1118
7461,2017-06-01,797,0
7462,2017-06-01,9139,1152
7463,2017-06-01,1131,0
7464,2017-06-01,5691,0
7465,2017-06-01,5215,85
7466,2017-06-01,14576,2824
7467,2017-06-01,1657,0
7468,2017-06-01,221,4
7469,2017-06-01,2747,50
7470,2017-06-01,302,0
7471,2017-06-01,323,2
7472,2017-06-01,2156,0
7473,2017-06-01,14612,2974
7474,2017-06-01,1200,40
7475,2017-06-01,2416,0
7476,2017-06-01,8168,369
7477,2017-06-01,4344,46
7478,2017-06-01,10557,2429
7479,2017-06-01,1321,0
7480,2017-06-01,2397,0
7481,2017-06-01,5282,0
7482,2017-06-01,5590,219
7483,2017-06-01,748,0
7484,2017-06-01,8729,811
7485,2017-06-01,1953,0
7486,2017-06-01,2990,0
7487,2017-06-01,8902,888
7488,2017-06-01,4810,0
7489,2017-06-01,8625,2159
7490,2017-06-01,5538,906
7491,2017-06-01,11531,1212
7492,2017-06-01,8401,95
7493,2017-06-01,13203,2446
7494,2017-06-01,9505,1190
7495,2017-06-01,11566,2679
7496,2017-06-01,2020,17
7497,2017-06-01,2415,22
7498,2017-06-01,17603,4302
7499,2017-06-01,1706,23
7500,2017-06-01,14972,3755
7501,2017-06-01,427,0
7502,2017-06-01,4705,50
7503,2017-06-01,6261,1501
7504,2017-06-01,3760,0
7505,2017-06-01,3679,0
7506,2017-06-01,7807,1313
7507,2017-06-01,4179,5
7508,2017-06-01,5922,265
7509,2017-06-01,10313,2824
7510,2017-06-01,6245,0
7511,2017-06-01,4680,834
7512,2017-06-01,2781,0
7513,2017-06-01,7023,2935
7514,2017-06-01,6578,0
7515,2017-06-01,5424,259
7516,2017-06-01,4738,189
7517,2017-06-01,463,0
7518,2017-06-01,7062,576
7519,2017-06-01,7262,2149
7520,2017-06-01,9497,3
7521,2017-06-01,8793,1491
7522,2017-06-01,948,1
7523,2017-06-01,10979,1508
7524,2017-06-01,1914,3
7525,2017-06-01,8017,128
7526,2017-06-01,12361,985
7527,2017-06-01,12121,1617
7528,2017-06-01,3520,7
7529,2017-06-01,9173,15
7530,2017-06-01,7687,643
7531,2017-06-01,2502,14
7532,2017-06-01,2850,9
7533,2017-06-01,6075,775
7534,2017-06-01,463,3
7535,2017-06-01,11379,1259
7536,2017-06-01,7021,0
7537,2017-06-01,2184,58
7538,2017-06-01,11274,1071
7539,2017-06-01,2921,0
7540,2017-06-01,4054,506
7541,2017-06-01,120,0
7542,2017-06-01,8653,2304
7543,2017-06-01,7669,365
7544,2017-06-01,7246,358
7545,2017-06-01,2471,4
7546,2017-06-01,4197,152
7547,2017-06-01,926,1
7548,2017-06-01,230,0
7549,2017-06-01,11408,817
7550,2017-06-01,1374,2
7551,2017-06-01,738,0
7552,2017-06-01,5352,922
7553,2017-06-01,6803,90
7554,2017-06-01,2747,0
7555,2017-06-01,16700,1614
7556,2017-06-01,3012,2
7557,2017-06-01,3874,0
7558,2017-06-01,2203,0
7559,2017-06-01,1010,10
7560,2017-06-01,3014,0
7561,2017-06-01,5838,437
7562,2017-06-01,1755,0
7563,2017-06-01,20001,2480
7564,2017-06-01,7829,581
7565,2017-06-01,3723,126
7566,2017-06-01,8666,4
7567,2017-06-01,1871,0
7568,2017-06-01,6518,143
7569,2017-06-01,11396,2219
7570,2017-06-01,1509,4
7571,2017-06-01,8022,631
7572,2017-06-01,8618,79
7573,2017-06-01,22845,4287
7574,2017-06-01,4173,178
7575,2017-06-01,2524,0
7576,2017-06-01,1153,0
7577,2017-06-01,7515,1890
7578,2017-06-01,1728,29
7579,2017-06-01,10357,0
7580,2017-06-01,8654,1408
7581,2017-06-01,2848,0
7582,2017-06-01,4728,82
7583,2017-06-01,9006,1174
7584,2017-06-01,1328,0
7585,2017-06-01,6798,3
7586,2017-06-01,10520,414
7587,2017-06-01,2240,0
7588,2017-06-01,4943,170
7589,2017-06-01,1070,0
7590,2017-06-01,6368,927
7591,2017-06-01,3331,12
7592,2017-06-01,9094,1936
7593,2017-06-01,5410,13
7594,2017-06-01,8022,1177
7595,2017-06-01,7215,671
7596,2017-06-01,9749,658
7597,2017-06-01,1824,30
7598,2017-06-01,4140,0
7599,2017-06-01,6283,1296
7600,2017-06-01,3842,0
7601,2017-06-01,8388,827
7602,2017-06-01,7570,1019
7603,2017-06-01,1948,59
7604,2017-06-01,6909,1046
7605,2017-06-01,4062,9
7606,2017-06-01,4345,74
7607,2017-06-01,8023,1919
7608,2017-06-01,2388,44
7609,2017-06-01,243,0
7610,2017-06-01,505,0
7611,2017-06-01,7737,1105
7612,2017-06-01,9358,1312
7613,2017-06-01,6972,16
7614,2017-06-01,8464,1086
7615,2017-06-01,1344,0
7616,2017-06-01,3090,9
7617,2017-06-01,3404,10
7618,2017-06-01,5684,0
7619,2017-06-01,3259,0
7620,2017-06-01,12618,1844
7621,2017-06-01,1084,0
7622,2017-06-01,4613,8
7623,2017-06-01,7304,1027
7624,2017-06-01,1456,0
7625,2017-06-01,3768,44
7626,2017-06-01,2032,68
7627,2017-06-01,1100,0
7628,2017-06-01,10123,39
7629,2017-06-01,8257,1096
7630,2017-06-01,1986,2
7631,2017-06-01,3808,154
7632,2017-06-01,4546,2
7633,2017-06-01,13201,3869
7634,2017-06-01,4583,16
7635,2017-06-01,10050,1204
7636,2017-06-01,1280,1
7637,2017-06-01,20339,1774
7638,2017-06-01,6738,61
7639,2017-06-01,11850,2380
7640,2017-06-01,6239,1399
7641,2017-06-01,6387,130
7642,2017-06-01,9556,1001
7643,2017-06-01,1321,0
7644,2017-06-01,830,4
7645,2017-06-01,3834,978
7646,2017-06-01,1271,0
7647,2017-06-01,7422,9
7648,2017-06-01,5,0
7649,2017-06-01,4150,0
7650,2017-06-01,12279,1091
7651,2017-06-01,2301,0
7652,2017-06-01,9978,893
7653,2017-06-01,7505,1566
7654,2017-06-01,3831,520
7655,2017-06-01,4434,0
7656,2017-06-01,194,0
7657,2017-06-01,3181,91
7658,2017-06-01,11705,2316
7659,2017-06-01,1743,0
7660,2017-06-01,801,2
7661,2017-06-01,8436,1164
7662,2017-06-01,257,0
7663,2017-06-01,5798,605
7664,2017-06-01,1749,0
7665,2017-06-01,9616,2345
7666,2017-06-01,844,0
7667,2017-06-01,2286,4
7668,2017-06-01,1057,10
7669,2017-06-01,9565,460
7670,2017-06-01,1596,4
7671,2017-06-01,6379,1183
7672,2017-06-01,1893,13
7673,2017-06-01,8244,600
7674,2017-06-01,921,0
7675,2017-06-01,6024,153
7676,2017-06-01,5876,651
7677,2017-06-01,978,13
7678,2017-06-01,4002,184
7679,2017-06-01,271,0
7680,2017-06-01,1378,0
7681,2017-06-01,8231,31
7682,2017-06-01,1342,5
7683,2017-06-01,4548,16
7684,2017-06-01,2797,15
7685,2017-06-01,4579,7
7686,2017-06-01,8308,598
7687,2017-06-01,8178,273
7688,2017-06-01,6005,380
7689,2017-06-01,205,0
7690,2017-06-01,6617,615
7691,2017-06-01,1465,0
7692,2017-06-01,6458,766
7693,2017-06-01,3531,0
7694,2017-06-01,8547,1304
7695,2017-06-01,1543,35
7696,2017-06-01,8851,1263
7697,2017-06-01,1904,40
7698,2017-06-01,11971,799
7699,2017-06-01,992,4
7700,2017-06-01,4457,479
7701,2017-06-01,2651,0
7702,2017-06-01,3019,2
7703,2017-06-01,1478,22
7704,2017-06-01,4151,99
7705,2017-05-01,21821,4312
7706,2017-05-01,684,0
7707,2017-05-01,2888,1
7708,2017-05-01,29615,6075
7709,2017-05-01,733,27
7710,2017-05-01,11196,164
7711,2017-05-01,4734,3
7712,2017-05-01,19780,145
7713,2017-05-01,17871,1960
7714,2017-05-01,8117,52
7715,2017-05-01,6439,967
7716,2017-05-01,7379,245
7717,2017-05-01,1173,0
7718,2017-05-01,13172,606
7719,2017-05-01,499,1
7720,2017-05-01,12697,2202
7721,2017-05-01,868,0
7722,2017-05-01,2943,2
7723,2017-05-01,3540,0
7724,2017-05-01,10953,781
7725,2017-05-01,4670,1
7726,2017-05-01,9974,2204
7727,2017-05-01,4600,23
7728,2017-05-01,11256,249
7729,2017-05-01,17830,3364
7730,2017-05-01,1783,2
7731,2017-05-01,5333,186
7732,2017-05-01,9376,1146
7733,2017-05-01,1084,0
7734,2017-05-01,18334,2525
7735,2017-05-01,7250,192
7736,2017-05-01,12321,4442
7737,2017-05-01,16903,136
7738,2017-05-01,8829,178
7739,2017-05-01,5600,31
7740,2017-05-01,15243,2490
7741,2017-05-01,721,0
7742,2017-05-01,19661,2251
7743,2017-05-01,3493,0
7744,2017-05-01,1988,0
7745,2017-05-01,13709,1562
7746,2017-05-01,1422,0
7747,2017-05-01,2479,0
7748,2017-05-01,5857,1837
7749,2017-05-01,8536,158
7750,2017-05-01,3094,0
7751,2017-05-01,3302,0
7752,2017-05-01,12313,1204
7753,2017-05-01,10173,0
7754,2017-05-01,2438,0
7755,2017-05-01,8699,566
7756,2017-05-01,5607,0
7757,2017-05-01,2666,0
7758,2017-05-01,12315,1042
7759,2017-05-01,6625,322
7760,2017-05-01,3035,0
7761,2017-05-01,5296,317
7762,2017-05-01,5676,704
7763,2017-05-01,4752,0
7764,2017-05-01,9954,683
7765,2017-05-01,3643,0
7766,2017-05-01,6972,752
7767,2017-05-01,2749,4
7768,2017-05-01,7658,1536
7769,2017-05-01,4749,0
7770,2017-05-01,5944,8
7771,2017-05-01,11872,1759
7772,2017-05-01,4641,0
7773,2017-05-01,5798,0
7774,2017-05-01,1751,2
7775,2017-05-01,8795,2064
7776,2017-05-01,4328,27
7777,2017-05-01,2513,0
7778,2017-05-01,626,1
7779,2017-05-01,6680,263
7780,2017-05-01,2210,0
7781,2017-05-01,2218,2
7782,2017-05-01,20133,3973
7783,2017-05-01,3801,45
7784,2017-05-01,980,1
7785,2017-05-01,7599,635
7786,2017-05-01,564,0
7787,2017-05-01,6580,314
7788,2017-05-01,42,0
7789,2017-05-01,7661,1052
7790,2017-05-01,415,0
7791,2017-05-01,13784,137
7792,2017-05-01,4340,93
7793,2017-05-01,9186,144
7794,2017-05-01,4415,0
7795,2017-05-01,387,0
7796,2017-05-01,751,5
7797,2017-05-01,615,3
7798,2017-05-01,8184,1202
7799,2017-05-01,235,7
7800,2017-05-01,7877,1025
7801,2017-05-01,5097,18
7802,2017-05-01,4144,0
7803,2017-05-01,10299,887
7804,2017-05-01,1138,1
7805,2017-05-01,12300,1994
7806,2017-05-01,815,2
7807,2017-05-01,9123,1494
7808,2017-05-01,1062,0
7809,2017-05-01,6051,0
7810,2017-05-01,4590,335
7811,2017-05-01,15608,3437
7812,2017-05-01,1557,19
7813,2017-05-01,223,1
7814,2017-05-01,3183,72
7815,2017-05-01,303,0
7816,2017-05-01,340,0
7817,2017-05-01,2455,0
7818,2017-05-01,15314,3510
7819,2017-05-01,1235,39
7820,2017-05-01,2704,0
7821,2017-05-01,8676,561
7822,2017-05-01,4576,29
7823,2017-05-01,10732,2722
7824,2017-05-01,1374,0
7825,2017-05-01,2282,4
7826,2017-05-01,5596,0
7827,2017-05-01,5672,349
7828,2017-05-01,702,0
7829,2017-05-01,8733,721
7830,2017-05-01,2129,0
7831,2017-05-01,3288,0
7832,2017-05-01,9013,1208
7833,2017-05-01,6204,2
7834,2017-05-01,8649,1897
7835,2017-05-01,5699,512
7836,2017-05-01,11858,1148
7837,2017-05-01,9165,88
7838,2017-05-01,13237,3063
7839,2017-05-01,10122,1558
7840,2017-05-01,12090,3288
7841,2017-05-01,1982,26
7842,2017-05-01,2349,2
7843,2017-05-01,18691,4813
7844,2017-05-01,1749,40
7845,2017-05-01,15618,4273
7846,2017-05-01,405,0
7847,2017-05-01,4996,41
7848,2017-05-01,6453,1841
7849,2017-05-01,3558,0
7850,2017-05-01,3879,0
7851,2017-05-01,8003,1913
7852,2017-05-01,4023,8
7853,2017-05-01,5971,319
7854,2017-05-01,10386,2813
7855,2017-05-01,5851,0
7856,2017-05-01,4747,912
7857,2017-05-01,3281,0
7858,2017-05-01,7422,3081
7859,2017-05-01,7094,0
7860,2017-05-01,5764,361
7861,2017-05-01,5175,230
7862,2017-05-01,457,0
7863,2017-05-01,7334,651
7864,2017-05-01,7588,2541
7865,2017-05-01,9353,6
7866,2017-05-01,9081,1384
7867,2017-05-01,1081,2
7868,2017-05-01,12000,2175
7869,2017-05-01,1915,3
7870,2017-05-01,7734,210
7871,2017-05-01,13267,1975
7872,2017-05-01,12976,1667
7873,2017-05-01,3576,7
7874,2017-05-01,10208,33
7875,2017-05-01,8083,831
7876,2017-05-01,2464,11
7877,2017-05-01,3074,4
7878,2017-05-01,6438,1035
7879,2017-05-01,502,34
7880,2017-05-01,11592,1772
7881,2017-05-01,7678,0
7882,2017-05-01,2236,48
7883,2017-05-01,11430,1239
7884,2017-05-01,2966,0
7885,2017-05-01,4238,617
7886,2017-05-01,260,0
7887,2017-05-01,9443,2646
7888,2017-05-01,8349,314
7889,2017-05-01,7479,352
7890,2017-05-01,2632,0
7891,2017-05-01,4364,229
7892,2017-05-01,934,0
7893,2017-05-01,252,0
7894,2017-05-01,11839,993
7895,2017-05-01,1450,5
7896,2017-05-01,704,0
7897,2017-05-01,5895,1251
7898,2017-05-01,6951,107
7899,2017-05-01,2571,0
7900,2017-05-01,18560,2466
7901,2017-05-01,2500,0
7902,2017-05-01,4247,0
7903,2017-05-01,2181,0
7904,2017-05-01,1090,23
7905,2017-05-01,3357,0
7906,2017-05-01,6203,736
7907,2017-05-01,1687,0
7908,2017-05-01,20853,2793
7909,2017-05-01,7696,784
7910,2017-05-01,4003,242
7911,2017-05-01,9445,12
7912,2017-05-01,1958,0
7913,2017-05-01,6966,78
7914,2017-05-01,11583,1933
7915,2017-05-01,1488,1
7916,2017-05-01,8136,1199
7917,2017-05-01,8969,49
7918,2017-05-01,23670,3700
7919,2017-05-01,4587,137
7920,2017-05-01,3189,1
7921,2017-05-01,1178,0
7922,2017-05-01,7951,2537
7923,2017-05-01,1597,4
7924,2017-05-01,11119,0
7925,2017-05-01,8810,1579
7926,2017-05-01,3100,0
7927,2017-05-01,4983,92
7928,2017-05-01,9498,1582
7929,2017-05-01,1196,0
7930,2017-05-01,7179,0
7931,2017-05-01,11022,678
7932,2017-05-01,2378,0
7933,2017-05-01,5059,188
7934,2017-05-01,1006,0
7935,2017-05-01,6720,967
7936,2017-05-01,2805,43
7937,2017-05-01,9250,2181
7938,2017-05-01,5688,39
7939,2017-05-01,8414,1122
7940,2017-05-01,7695,1195
7941,2017-05-01,10983,1177
7942,2017-05-01,1881,35
7943,2017-05-01,4671,0
7944,2017-05-01,6441,1278
7945,2017-05-01,4280,0
7946,2017-05-01,8569,632
7947,2017-05-01,7821,1336
7948,2017-05-01,1791,62
7949,2017-05-01,7119,797
7950,2017-05-01,4092,9
7951,2017-05-01,4723,72
7952,2017-05-01,8270,2120
7953,2017-05-01,2491,54
7954,2017-05-01,240,0
7955,2017-05-01,494,0
7956,2017-05-01,7706,716
7957,2017-05-01,9531,1958
7958,2017-05-01,7327,60
7959,2017-05-01,8725,1186
7960,2017-05-01,1569,0
7961,2017-05-01,3316,12
7962,2017-05-01,3703,27
7963,2017-05-01,5983,0
7964,2017-05-01,3404,0
7965,2017-05-01,12891,1692
7966,2017-05-01,1113,1
7967,2017-05-01,4732,10
7968,2017-05-01,7646,1049
7969,2017-05-01,1402,0
7970,2017-05-01,3750,34
7971,2017-05-01,2373,36
7972,2017-05-01,1116,0
7973,2017-05-01,10004,41
7974,2017-05-01,8898,1583
7975,2017-05-01,1911,5
7976,2017-05-01,3854,130
7977,2017-05-01,4463,1
7978,2017-05-01,13208,4250
7979,2017-05-01,5146,11
7980,2017-05-01,10063,1874
7981,2017-05-01,929,0
7982,2017-05-01,21147,2074
7983,2017-05-01,6616,33
7984,2017-05-01,11764,2357
7985,2017-05-01,6362,874
7986,2017-05-01,6533,176
7987,2017-05-01,9400,523
7988,2017-05-01,1241,0
7989,2017-05-01,712,7
7990,2017-05-01,3778,1017
7991,2017-05-01,1344,0
7992,2017-05-01,7009,7
7993,2017-05-01,4051,19
7994,2017-05-01,12489,1908
7995,2017-05-01,2156,0
7996,2017-05-01,10184,1250
7997,2017-05-01,7734,1640
7998,2017-05-01,3903,718
7999,2017-05-01,4467,0
8000,2017-05-01,191,0
8001,2017-05-01,3005,139
8002,2017-05-01,11995,1861
8003,2017-05-01,1685,0
8004,2017-05-01,811,3
8005,2017-05-01,8744,1438
8006,2017-05-01,263,0
8007,2017-05-01,5898,551
8008,2017-05-01,1623,0
8009,2017-05-01,9647,3165
8010,2017-05-01,828,4
8011,2017-05-01,2195,0
8012,2017-05-01,993,0
8013,2017-05-01,9862,1130
8014,2017-05-01,1568,4
8015,2017-05-01,6625,1285
8016,2017-05-01,1831,24
8017,2017-05-01,8707,688
8018,2017-05-01,882,0
8019,2017-05-01,6080,136
8020,2017-05-01,6497,1425
8021,2017-05-01,1007,15
8022,2017-05-01,4031,297
8023,2017-05-01,264,0
8024,2017-05-01,1483,0
8025,2017-05-01,7812,27
8026,2017-05-01,1500,10
8027,2017-05-01,4806,3
8028,2017-05-01,2492,5
8029,2017-05-01,4999,13
8030,2017-05-01,8602,640
8031,2017-05-01,9039,506
8032,2017-05-01,5930,323
8033,2017-05-01,161,0
8034,2017-05-01,6878,523
8035,2017-05-01,1425,0
8036,2017-05-01,6536,971
8037,2017-05-01,3263,0
8038,2017-05-01,8876,1289
8039,2017-05-01,1602,34
8040,2017-05-01,9458,1742
8041,2017-05-01,2013,69
8042,2017-05-01,12096,621
8043,2017-05-01,1001,8
8044,2017-05-01,4786,429
8045,2017-05-01,2462,0
8046,2017-05-01,3092,5
8047,2017-05-01,1479,39
8048,2017-05-01,4107,52
8049,2017-04-01,19889,3172
8050,2017-04-01,643,10
8051,2017-04-01,2390,14
8052,2017-04-01,27834,6125
8053,2017-04-01,622,10
8054,2017-04-01,11093,193
8055,2017-04-01,4617,0
8056,2017-04-01,18481,141
8057,2017-04-01,15957,1309
8058,2017-04-01,7495,84
8059,2017-04-01,6268,1257
8060,2017-04-01,6497,223
8061,2017-04-01,1348,0
8062,2017-04-01,11961,591
8063,2017-04-01,454,8
8064,2017-04-01,11804,1930
8065,2017-04-01,688,0
8066,2017-04-01,2672,5
8067,2017-04-01,3627,0
8068,2017-04-01,10100,582
8069,2017-04-01,4644,0
8070,2017-04-01,9379,2322
8071,2017-04-01,4126,17
8072,2017-04-01,10574,142
8073,2017-04-01,16681,3277
8074,2017-04-01,1564,7
8075,2017-04-01,4923,192
8076,2017-04-01,8406,888
8077,2017-04-01,836,0
8078,2017-04-01,16763,2167
8079,2017-04-01,6822,149
8080,2017-04-01,11492,4374
8081,2017-04-01,16159,182
8082,2017-04-01,8296,356
8083,2017-04-01,5202,34
8084,2017-04-01,14111,2487
8085,2017-04-01,705,0
8086,2017-04-01,18379,2666
8087,2017-04-01,3153,1
8088,2017-04-01,1886,0
8089,2017-04-01,12834,1353
8090,2017-04-01,1412,0
8091,2017-04-01,2473,0
8092,2017-04-01,5331,1739
8093,2017-04-01,8218,50
8094,2017-04-01,3160,0
8095,2017-04-01,3429,0
8096,2017-04-01,10925,998
8097,2017-04-01,9264,0
8098,2017-04-01,2498,0
8099,2017-04-01,8285,734
8100,2017-04-01,5518,0
8101,2017-04-01,2572,0
8102,2017-04-01,11249,886
8103,2017-04-01,6048,301
8104,2017-04-01,2960,0
8105,2017-04-01,4964,250
8106,2017-04-01,5241,364
8107,2017-04-01,4528,0
8108,2017-04-01,9373,327
8109,2017-04-01,3253,12
8110,2017-04-01,7495,674
8111,2017-04-01,2595,1
8112,2017-04-01,7234,1525
8113,2017-04-01,4716,0
8114,2017-04-01,5591,9
8115,2017-04-01,11051,1759
8116,2017-04-01,4605,20
8117,2017-04-01,5607,0
8118,2017-04-01,2176,0
8119,2017-04-01,8585,1400
8120,2017-04-01,4555,14
8121,2017-04-01,2682,0
8122,2017-04-01,601,7
8123,2017-04-01,6653,460
8124,2017-04-01,2206,0
8125,2017-04-01,1960,0
8126,2017-04-01,18492,2908
8127,2017-04-01,3504,36
8128,2017-04-01,778,0
8129,2017-04-01,7215,494
8130,2017-04-01,482,0
8131,2017-04-01,6532,437
8132,2017-04-01,64,0
8133,2017-04-01,7108,1142
8134,2017-04-01,313,0
8135,2017-04-01,14171,83
8136,2017-04-01,3985,133
8137,2017-04-01,8413,152
8138,2017-04-01,4225,0
8139,2017-04-01,275,0
8140,2017-04-01,744,4
8141,2017-04-01,702,4
8142,2017-04-01,7671,775
8143,2017-04-01,381,2
8144,2017-04-01,7280,828
8145,2017-04-01,4559,13
8146,2017-04-01,3848,0
8147,2017-04-01,9539,1047
8148,2017-04-01,1056,2
8149,2017-04-01,11378,1482
8150,2017-04-01,688,0
8151,2017-04-01,8578,1199
8152,2017-04-01,1013,6
8153,2017-04-01,5739,0
8154,2017-04-01,5229,383
8155,2017-04-01,14170,2774
8156,2017-04-01,1373,18
8157,2017-04-01,202,2
8158,2017-04-01,3253,73
8159,2017-04-01,260,0
8160,2017-04-01,328,2
8161,2017-04-01,2379,0
8162,2017-04-01,13837,2765
8163,2017-04-01,2084,49
8164,2017-04-01,2774,0
8165,2017-04-01,8129,470
8166,2017-04-01,4343,39
8167,2017-04-01,9942,1786
8168,2017-04-01,1578,0
8169,2017-04-01,1994,1
8170,2017-04-01,5797,0
8171,2017-04-01,5402,260
8172,2017-04-01,655,0
8173,2017-04-01,8057,379
8174,2017-04-01,2365,0
8175,2017-04-01,3334,0
8176,2017-04-01,8597,1295
8177,2017-04-01,6991,0
8178,2017-04-01,8164,1714
8179,2017-04-01,5270,458
8180,2017-04-01,11072,1400
8181,2017-04-01,9148,112
8182,2017-04-01,12538,2230
8183,2017-04-01,9427,1632
8184,2017-04-01,11589,2309
8185,2017-04-01,1790,26
8186,2017-04-01,2301,5
8187,2017-04-01,13254,3495
8188,2017-04-01,1662,12
8189,2017-04-01,4623,200
8190,2017-04-01,14366,2942
8191,2017-04-01,378,0
8192,2017-04-01,4635,19
8193,2017-04-01,6009,1366
8194,2017-04-01,3629,2
8195,2017-04-01,3891,0
8196,2017-04-01,7580,2648
8197,2017-04-01,3749,10
8198,2017-04-01,5578,268
8199,2017-04-01,10048,2904
