index,period,org_code,type,attendances,breaches,admissions,performance
7427,2017-06-01,RTG,other,4323,0,53,1
7428,2017-06-01,RY8,other,6041,1,0,1
7429,2017-06-01,NNJ,other,1735,5,0,1
7430,2017-06-01,RWH,1,8836,1706,2878,0.81
7431,2017-06-01,RWH,other,4931,11,0,1
7432,2017-06-01,Y03007,other,2406,0,0,1
7433,2017-06-01,NQ106,other,703,3,0,1
7434,2017-06-01,RLT,1,6893,342,1220,0.95
7435,2017-06-01,NTPAL,other,2011,0,0,1
7436,2017-06-01,NEH06,other,2231,0,0,1
7437,2017-06-01,RR1,1,18958,3705,5604,0.8
7438,2017-06-01,RR1,other,3717,27,1153,0.99
7439,2017-06-01,RY4,other,1073,11,0,0.99
7440,2017-06-01,RGQ,1,7588,688,1964,0.91
7441,2017-06-01,RGQ,other,597,0,165,1
7442,2017-06-01,RGP,1,6817,345,1307,0.95
7443,2017-06-01,RGP,other,2,0,0,1
7444,2017-06-01,RNQ,1,7344,841,2407,0.89
7445,2017-06-01,C82038,other,476,0,0,1
7446,2017-06-01,RY5,other,13832,78,9,0.99
7447,2017-06-01,NJS05,other,3954,53,0,0.99
7448,2017-06-01,RC9,1,8918,108,2468,0.99
7449,2017-06-01,RC9,other,3825,0,0,1
7450,2017-06-01,C82009,other,397,0,0,1
7451,2017-06-01,NLO11,other,616,12,0,0.98
7452,2017-06-01,NLO09,other,599,5,0,0.99
7453,2017-06-01,RQ8,1,8217,1600,2270,0.81
7454,2017-06-01,RQ8,other,224,4,0,0.98
7455,2017-06-01,RD8,1,7662,1086,1382,0.86
7456,2017-06-01,RD8,other,4804,11,0,1
7457,2017-06-01,Y02652,other,3606,0,0,1
7458,2017-06-01,RM1,1,10078,974,2599,0.9
7459,2017-06-01,RM1,other,1246,0,0,1
7460,2017-06-01,RGN,1,11931,1118,3135,0.91
7461,2017-06-01,RGN,other,797,0,0,1
7462,2017-06-01,RNS,1,9139,1152,2738,0.87
7463,2017-06-01,RNS,2,1131,0,0,1
7464,2017-06-01,NMH01,other,5691,0,0,1
7465,2017-06-01,NR3,other,5215,85,0,0.98
7466,2017-06-01,RX1,1,14576,2824,3719,0.81
7467,2017-06-01,RX1,2,1657,0,0,1
7468,2017-06-01,RX1,other,221,4,0,0.98
7469,2017-06-01,NLO10,other,2747,50,0,0.98
7470,2017-06-01,C82010,other,302,0,0,1
7471,2017-06-01,NLO12,other,323,2,0,0.99
7472,2017-06-01,Y02428,other,2156,0,0,1
7473,2017-06-01,RXK,1,14612,2974,2938,0.8
7474,2017-06-01,RXK,2,1200,40,36,0.97
7475,2017-06-01,RXK,other,2416,0,0,1
7476,2017-06-01,RK5,1,8168,369,2325,0.95
7477,2017-06-01,RK5,other,4344,46,12,0.99
7478,2017-06-01,RXW,1,10557,2429,2268,0.77
7479,2017-06-01,RXW,other,1321,0,0,1
7480,2017-06-01,R1D,other,2397,0,0,1
7481,2017-06-01,Y02615,other,5282,0,0,1
7482,2017-06-01,RJC,1,5590,219,1727,0.96
7483,2017-06-01,RJC,other,748,0,0,1
7484,2017-06-01,RAJ,1,8729,811,2233,0.91
7485,2017-06-01,Y02470,other,1953,0,0,1
7486,2017-06-01,Y02961,other,2990,0,0,1
7487,2017-06-01,RNA,1,8902,888,2426,0.9
7488,2017-06-01,RNA,other,4810,0,0,1
7489,2017-06-01,RQW,1,8625,2159,1793,0.75
7490,2017-06-01,RCX,1,5538,906,2201,0.84
7491,2017-06-01,RL4,1,11531,1212,2592,0.89
7492,2017-06-01,RL4,other,8401,95,0,0.99
7493,2017-06-01,RWD,1,13203,2446,3360,0.81
7494,2017-06-01,RRK,1,9505,1190,2776,0.87
7495,2017-06-01,RKB,1,11566,2679,3954,0.77
7496,2017-06-01,RKB,2,2020,17,88,0.99
7497,2017-06-01,RKB,other,2415,22,0,0.99
7498,2017-06-01,RWE,1,17603,4302,4189,0.76
7499,2017-06-01,RWE,2,1706,23,9,0.99
7500,2017-06-01,RJE,1,14972,3755,4571,0.75
7501,2017-06-01,RJE,2,427,0,0,1
7502,2017-06-01,RJE,other,4705,50,0,0.99
7503,2017-06-01,RBK,1,6261,1501,2043,0.76
7504,2017-06-01,RBK,other,3760,0,0,1
7505,2017-06-01,ATQ02,other,3679,0,0,1
7506,2017-06-01,RWG,1,7807,1313,2864,0.83
7507,2017-06-01,RWG,other,4179,5,0,1
7508,2017-06-01,RGR,1,5922,265,1956,0.96
7509,2017-06-01,RWP,1,10313,2824,3174,0.73
7510,2017-06-01,RWP,other,6245,0,0,1
7511,2017-06-01,RLQ,1,4680,834,1161,0.82
7512,2017-06-01,RLQ,other,2781,0,0,1
7513,2017-06-01,REM,1,7023,2935,2396,0.58
7514,2017-06-01,REM,other,6578,0,0,1
7515,2017-06-01,RCF,1,5424,259,951,0.95
7516,2017-06-01,RBS,1,4738,189,978,0.96
7517,2017-06-01,NNF70,other,463,0,0,1
7518,2017-06-01,RFF,1,7062,576,2165,0.92
7519,2017-06-01,RXL,1,7262,2149,2161,0.7
7520,2017-06-01,RXL,other,9497,3,0,1
7521,2017-06-01,RMC,1,8793,1491,2056,0.83
7522,2017-06-01,RMC,other,948,1,32,1
7523,2017-06-01,RAE,1,10979,1508,2968,0.86
7524,2017-06-01,NNF09,other,1914,3,0,1
7525,2017-06-01,RY2,other,8017,128,0,0.98
7526,2017-06-01,RWY,1,12361,985,2872,0.92
7527,2017-06-01,RW3,1,12121,1617,3412,0.87
7528,2017-06-01,RW3,2,3520,7,145,1
7529,2017-06-01,RW3,other,9173,15,113,1
7530,2017-06-01,RLN,1,7687,643,2595,0.92
7531,2017-06-01,RLN,2,2502,14,32,0.99
7532,2017-06-01,RLN,other,2850,9,0,1
7533,2017-06-01,RJR,1,6075,775,1442,0.87
7534,2017-06-01,RJR,other,463,3,0,0.99
7535,2017-06-01,RXP,1,11379,1259,3316,0.89
7536,2017-06-01,RXP,other,7021,0,0,1
7537,2017-06-01,RNN,other,2184,58,0,0.97
7538,2017-06-01,RP5,1,11274,1071,3234,0.91
7539,2017-06-01,RP5,other,2921,0,288,1
7540,2017-06-01,RJN,1,4054,506,938,0.88
7541,2017-06-01,RJN,other,120,0,0,1
7542,2017-06-01,RXR,1,8653,2304,2995,0.73
7543,2017-06-01,RXR,other,7669,365,24,0.95
7544,2017-06-01,RR7,1,7246,358,1470,0.95
7545,2017-06-01,RR7,other,2471,4,0,1
7546,2017-06-01,RCD,1,4197,152,937,0.96
7547,2017-06-01,RCD,other,926,1,0,1
7548,2017-06-01,NNF99,other,230,0,0,1
7549,2017-06-01,RWA,1,11408,817,3116,0.93
7550,2017-06-01,RWA,other,1374,2,0,1
7551,2017-06-01,RV9,other,738,0,0,1
7552,2017-06-01,RXN,1,5352,922,1716,0.83
7553,2017-06-01,RXN,other,6803,90,331,0.99
7554,2017-06-01,Y01231,other,2747,0,0,1
7555,2017-06-01,RR8,1,16700,1614,5114,0.9
7556,2017-06-01,RR8,other,3012,2,0,1
7557,2017-06-01,Y02875,other,3874,0,0,1
7558,2017-06-01,RY1,other,2203,0,0,1
7559,2017-06-01,REP,2,1010,10,115,0.99
7560,2017-06-01,Y01069,other,3014,0,0,1
7561,2017-06-01,RBT,1,5838,437,1827,0.93
7562,2017-06-01,RBT,other,1755,0,0,1
7563,2017-06-01,RXF,1,20001,2480,4645,0.88
7564,2017-06-01,RNL,1,7829,581,1936,0.93
7565,2017-06-01,RVW,1,3723,126,1431,0.97
7566,2017-06-01,RVW,other,8666,4,418,1
7567,2017-06-01,RTV,other,1871,0,0,1
7568,2017-06-01,NLO01,other,6518,143,0,0.98
7569,2017-06-01,RJL,1,11396,2219,2386,0.81
7570,2017-06-01,RJL,other,1509,4,0,1
7571,2017-06-01,RTF,1,8022,631,4022,0.92
7572,2017-06-01,RTF,other,8618,79,19,0.99
7573,2017-06-01,RW6,1,22845,4287,5433,0.81
7574,2017-06-01,RW6,other,4173,178,111,0.96
7575,2017-06-01,RT2,other,2524,0,0,1
7576,2017-06-01,AC008,other,1153,0,0,1
7577,2017-06-01,RQ6,1,7515,1890,2226,0.75
7578,2017-06-01,RQ6,2,1728,29,47,0.98
7579,2017-06-01,RQ6,other,10357,0,0,1
7580,2017-06-01,RM3,1,8654,1408,2788,0.84
7581,2017-06-01,AXT02,other,2848,0,0,1
7582,2017-06-01,RCU,1,4728,82,639,0.98
7583,2017-06-01,RHQ,1,9006,1174,2611,0.87
7584,2017-06-01,RHQ,2,1328,0,5,1
7585,2017-06-01,RHQ,other,6798,3,7,1
7586,2017-06-01,RTR,1,10520,414,1961,0.96
7587,2017-06-01,RTR,other,2240,0,17,1
7588,2017-06-01,RE9,1,4943,170,1159,0.97
7589,2017-06-01,RE9,other,1070,0,0,1
7590,2017-06-01,RVY,1,6368,927,1836,0.85
7591,2017-06-01,RVY,other,3331,12,0,1
7592,2017-06-01,RBN,1,9094,1936,3577,0.79
7593,2017-06-01,RBN,other,5410,13,0,1
7594,2017-06-01,RWJ,1,8022,1177,2508,0.85
7595,2017-06-01,RMP,1,7215,671,1729,0.91
7596,2017-06-01,RTD,1,9749,658,2024,0.93
7597,2017-06-01,RTD,2,1824,30,28,0.98
7598,2017-06-01,RTD,other,4140,0,4,1
7599,2017-06-01,RFR,1,6283,1296,1538,0.79
7600,2017-06-01,RFR,other,3842,0,0,1
7601,2017-06-01,RM2,1,8388,827,2467,0.9
7602,2017-06-01,RTX,1,7570,1019,1928,0.87
7603,2017-06-01,RTX,other,1948,59,81,0.97
7604,2017-06-01,RWW,1,6909,1046,2559,0.85
7605,2017-06-01,RWW,other,4062,9,1,1
7606,2017-06-01,RY7,other,4345,74,0,0.98
7607,2017-06-01,RBL,1,8023,1919,2445,0.76
7608,2017-06-01,RBL,other,2388,44,0,0.98
7609,2017-06-01,NNF18,other,243,0,0,1
7610,2017-06-01,AJN,other,505,0,0,1
7611,2017-06-01,RRF,1,7737,1105,2026,0.86
7612,2017-06-01,RCB,1,9358,1312,3444,0.86
7613,2017-06-01,RCB,other,6972,16,0,1
7614,2017-06-01,RTK,1,8464,1086,1996,0.87
7615,2017-06-01,RTK,other,1344,0,0,1
7616,2017-06-01,NTV0B,other,3090,9,0,1
7617,2017-06-01,NQT10,other,3404,10,0,1
7618,2017-06-01,RWX,other,5684,0,0,1
7619,2017-06-01,Y04538,other,3259,0,0,1
7620,2017-06-01,RXH,1,12618,1844,3468,0.85
7621,2017-06-01,RXH,2,1084,0,24,1
7622,2017-06-01,NLW,other,4613,8,0,1
7623,2017-06-01,RXQ,1,7304,1027,3109,0.86
7624,2017-06-01,RXQ,2,1456,0,560,1
7625,2017-06-01,RXQ,other,3768,44,0,0.99
7626,2017-06-01,Y00058,other,2032,68,0,0.97
7627,2017-06-01,NLT02,other,1100,0,0,1
7628,2017-06-01,RJ8,other,10123,39,7,1
7629,2017-06-01,RN7,1,8257,1096,2356,0.87
7630,2017-06-01,RN7,other,1986,2,0,1
7631,2017-06-01,RBD,1,3808,154,1361,0.96
7632,2017-06-01,RBD,other,4546,2,0,1
7633,2017-06-01,RVV,1,13201,3869,3992,0.71
7634,2017-06-01,RVV,other,4583,16,840,1
7635,2017-06-01,RXC,1,10050,1204,2681,0.88
7636,2017-06-01,DD401,other,1280,1,0,1
7637,2017-06-01,RDU,1,20339,1774,5763,0.91
7638,2017-06-01,R1J,other,6738,61,1,0.99
7639,2017-06-01,RTE,1,11850,2380,3606,0.8
7640,2017-06-01,RN3,1,6239,1399,1892,0.78
7641,2017-06-01,RN3,other,6387,130,0,0.98
7642,2017-06-01,RN5,1,9556,1001,2302,0.9
7643,2017-06-01,RN5,other,1321,0,0,1
7644,2017-06-01,NDA57,other,830,4,0,1
7645,2017-06-01,R1F,1,3834,978,868,0.74
7646,2017-06-01,R1F,other,1271,0,0,1
7647,2017-06-01,RYY,other,7422,9,0,1
7648,2017-06-01,NR5,2,5,0,0,1
7649,2017-06-01,NR5,other,4150,0,0,1
7650,2017-06-01,RWF,1,12279,1091,3709,0.91
7651,2017-06-01,RWF,other,2301,0,0,1
7652,2017-06-01,RPA,1,9978,893,2258,0.91
7653,2017-06-01,RVJ,1,7505,1566,2342,0.79
7654,2017-06-01,RBZ,1,3831,520,1122,0.86
7655,2017-06-01,RBZ,other,4434,0,0,1
7656,2017-06-01,L83087,other,194,0,0,1
7657,2017-06-01,RNU,other,3181,91,0,0.97
7658,2017-06-01,RTH,1,11705,2316,2980,0.8
7659,2017-06-01,RTH,2,1743,0,69,1
7660,2017-06-01,NQT5H,other,801,2,0,1
7661,2017-06-01,RK9,1,8436,1164,2891,0.86
7662,2017-06-01,RK9,2,257,0,0,1
7663,2017-06-01,RD3,1,5798,605,1589,0.9
7664,2017-06-01,RD3,other,1749,0,0,1
7665,2017-06-01,RHU,1,9616,2345,2964,0.76
7666,2017-06-01,RHU,2,844,0,0,1
7667,2017-06-01,RHU,other,2286,4,4,1
7668,2017-06-01,RPC,other,1057,10,34,0.99
7669,2017-06-01,RHW,1,9565,460,3091,0.95
7670,2017-06-01,RHW,2,1596,4,3,1
7671,2017-06-01,REF,1,6379,1183,2648,0.81
7672,2017-06-01,REF,other,1893,13,14,0.99
7673,2017-06-01,RH8,1,8244,600,1871,0.93
7674,2017-06-01,RH8,other,921,0,0,1
7675,2017-06-01,RA2,1,6024,153,2004,0.97
7676,2017-06-01,RD1,1,5876,651,2029,0.89
7677,2017-06-01,RD1,other,978,13,107,0.99
7678,2017-06-01,RNZ,1,4002,184,1038,0.95
7679,2017-06-01,RNZ,2,271,0,0,1
7680,2017-06-01,Y02666,other,1378,0,0,1
7681,2017-06-01,RH5,other,8231,31,0,1
7682,2017-06-01,RYF,other,1342,5,0,1
7683,2017-06-01,NTP11,other,4548,16,0,1
7684,2017-06-01,RW1,other,2797,15,7,0.99
7685,2017-06-01,NTPAD,other,4579,7,0,1
7686,2017-06-01,RTP,1,8308,598,2516,0.93
7687,2017-06-01,RDR,other,8178,273,0,0.97
7688,2017-06-01,RBA,1,6005,380,1838,0.94
7689,2017-06-01,AAH,other,205,0,0,1
7690,2017-06-01,RDZ,1,6617,615,1843,0.91
7691,2017-06-01,RDZ,2,1465,0,5,1
7692,2017-06-01,RA9,1,6458,766,2626,0.88
7693,2017-06-01,RA9,other,3531,0,0,1
7694,2017-06-01,RHM,1,8547,1304,3314,0.85
7695,2017-06-01,RHM,2,1543,35,10,0.98
7696,2017-06-01,RA7,1,8851,1263,2767,0.86
7697,2017-06-01,RA7,2,1904,40,15,0.98
7698,2017-06-01,RYR,1,11971,799,3210,0.93
7699,2017-06-01,RYR,other,992,4,0,1
7700,2017-06-01,RA3,1,4457,479,1075,0.89
7701,2017-06-01,G82071,other,2651,0,0,1
7702,2017-06-01,NTV0W,other,3019,2,0,1
7703,2017-06-01,NLX24,other,1478,22,0,0.99
7704,2017-06-01,RA4,1,4151,99,1396,0.98
7705,2017-05-01,RF4,1,21821,4312,4820,0.8
7706,2017-05-01,RF4,2,684,0,0,1
7707,2017-05-01,RF4,other,2888,1,0,1
7708,2017-05-01,R1H,1,29615,6075,6339,0.79
7709,2017-05-01,R1H,2,733,27,0,0.96
7710,2017-05-01,R1H,other,11196,164,0,0.99
7711,2017-05-01,AD913,other,4734,3,0,1
7712,2017-05-01,RYX,other,19780,145,0,0.99
7713,2017-05-01,RQM,1,17871,1960,3825,0.89
7714,2017-05-01,RQM,other,8117,52,0,0.99
7715,2017-05-01,RJ6,1,6439,967,2141,0.85
7716,2017-05-01,RJ6,other,7379,245,0,0.97
7717,2017-05-01,Y02696,other,1173,0,0,1
7718,2017-05-01,RVR,1,13172,606,3659,0.95
7719,2017-05-01,RVR,2,499,1,3,1
7720,2017-05-01,RJ1,1,12697,2202,3284,0.83
7721,2017-05-01,RJ1,2,868,0,0,1
7722,2017-05-01,RJ1,other,2943,2,0,1
7723,2017-05-01,Y03082,other,3540,0,0,1
7724,2017-05-01,RQX,1,10953,781,1755,0.93
7725,2017-05-01,RY9,other,4670,1,0,1
7726,2017-05-01,RYJ,1,9974,2204,3265,0.78
7727,2017-05-01,RYJ,2,4600,23,9,1
7728,2017-05-01,RYJ,other,11256,249,0,0.98
7729,2017-05-01,RJZ,1,17830,3364,4598,0.81
7730,2017-05-01,RJZ,2,1783,2,0,1
7731,2017-05-01,RJZ,other,5333,186,0,0.97
7732,2017-05-01,RAX,1,9376,1146,2075,0.88
7733,2017-05-01,RAX,2,1084,0,0,1
7734,2017-05-01,RJ2,1,18334,2525,4449,0.86
7735,2017-05-01,RJ2,other,7250,192,0,0.97
7736,2017-05-01,R1K,1,12321,4442,4974,0.64
7737,2017-05-01,R1K,other,16903,136,0,0.99
7738,2017-05-01,RP6,2,8829,178,13,0.98
7739,2017-05-01,RAT,other,5600,31,0,0.99
7740,2017-05-01,RAP,1,15243,2490,2439,0.84
7741,2017-05-01,Y02973,other,721,0,0,1
7742,2017-05-01,RAL,1,19661,2251,4302,0.89
7743,2017-05-01,RAL,other,3493,0,0,1
7744,2017-05-01,Y03047,other,1988,0,0,1
7745,2017-05-01,RJ7,1,13709,1562,4176,0.89
7746,2017-05-01,RJ7,other,1422,0,0,1
7747,2017-05-01,F84747,other,2479,0,0,1
7748,2017-05-01,RAS,1,5857,1837,2120,0.69
7749,2017-05-01,RAS,other,8536,158,0,0.98
7750,2017-05-01,Y03094,other,3094,0,0,1
7751,2017-05-01,E84068,other,3302,0,0,1
7752,2017-05-01,RRV,1,12313,1204,2095,0.9
7753,2017-05-01,Y02147,other,10173,0,0,1
7754,2017-05-01,Y03201,other,2438,0,0,1
7755,2017-05-01,RKE,1,8699,566,1369,0.93
7756,2017-05-01,NL7,other,5607,0,0,1
7757,2017-05-01,8J094,other,2666,0,0,1
7758,2017-05-01,RDD,1,12315,1042,2909,0.92
7759,2017-05-01,RC1,1,6625,322,2096,0.95
7760,2017-05-01,M85813,other,3035,0,0,1
7761,2017-05-01,RQ3,1,5296,317,918,0.94
7762,2017-05-01,RJF,1,5676,704,1734,0.88
7763,2017-05-01,RJF,other,4752,0,3,1
7764,2017-05-01,RGT,1,9954,683,3574,0.93
7765,2017-05-01,RGT,other,3643,0,23,1
7766,2017-05-01,RFS,1,6972,752,2018,0.89
7767,2017-05-01,NQ108,other,2749,4,0,1
7768,2017-05-01,RDE,1,7658,1536,2374,0.8
7769,2017-05-01,RDE,other,4749,0,0,1
7770,2017-05-01,Y03571,other,5944,8,0,1
7771,2017-05-01,RTG,1,11872,1759,3440,0.85
7772,2017-05-01,RTG,other,4641,0,47,1
7773,2017-05-01,RY8,other,5798,0,0,1
7774,2017-05-01,NNJ,other,1751,2,0,1
7775,2017-05-01,RWH,1,8795,2064,2958,0.77
7776,2017-05-01,RWH,other,4328,27,0,0.99
7777,2017-05-01,Y03007,other,2513,0,0,1
7778,2017-05-01,NQ106,other,626,1,0,1
7779,2017-05-01,RLT,1,6680,263,1223,0.96
7780,2017-05-01,NTPAL,other,2210,0,0,1
7781,2017-05-01,NEH06,other,2218,2,0,1
7782,2017-05-01,RR1,1,20133,3973,5844,0.8
7783,2017-05-01,RR1,other,3801,45,1339,0.99
7784,2017-05-01,RY4,other,980,1,0,1
7785,2017-05-01,RGQ,1,7599,635,2020,0.92
7786,2017-05-01,RGQ,other,564,0,169,1
7787,2017-05-01,RGP,1,6580,314,1294,0.95
7788,2017-05-01,RGP,other,42,0,0,1
7789,2017-05-01,RNQ,1,7661,1052,2590,0.86
7790,2017-05-01,C82038,other,415,0,0,1
7791,2017-05-01,RY5,other,13784,137,14,0.99
7792,2017-05-01,NJS05,other,4340,93,0,0.98
7793,2017-05-01,RC9,1,9186,144,2567,0.98
7794,2017-05-01,RC9,other,4415,0,0,1
7795,2017-05-01,C82009,other,387,0,0,1
7796,2017-05-01,NLO11,other,751,5,0,0.99
7797,2017-05-01,NLO09,other,615,3,0,1
7798,2017-05-01,RQ8,1,8184,1202,2327,0.85
7799,2017-05-01,RQ8,other,235,7,0,0.97
7800,2017-05-01,RD8,1,7877,1025,1444,0.87
7801,2017-05-01,RD8,other,5097,18,0,1
7802,2017-05-01,Y02652,other,4144,0,0,1
7803,2017-05-01,RM1,1,10299,887,2674,0.91
7804,2017-05-01,RM1,other,1138,1,0,1
7805,2017-05-01,RGN,1,12300,1994,3177,0.84
7806,2017-05-01,RGN,other,815,2,1,1
7807,2017-05-01,RNS,1,9123,1494,2755,0.84
7808,2017-05-01,RNS,2,1062,0,0,1
7809,2017-05-01,NMH01,other,6051,0,0,1
7810,2017-05-01,NR3,other,4590,335,0,0.93
7811,2017-05-01,RX1,1,15608,3437,4040,0.78
7812,2017-05-01,RX1,2,1557,19,0,0.99
7813,2017-05-01,RX1,other,223,1,0,1
7814,2017-05-01,NLO10,other,3183,72,0,0.98
7815,2017-05-01,C82010,other,303,0,0,1
7816,2017-05-01,NLO12,other,340,0,0,1
7817,2017-05-01,Y02428,other,2455,0,0,1
7818,2017-05-01,RXK,1,15314,3510,3190,0.77
7819,2017-05-01,RXK,2,1235,39,30,0.97
7820,2017-05-01,RXK,other,2704,0,0,1
7821,2017-05-01,RK5,1,8676,561,2361,0.94
7822,2017-05-01,RK5,other,4576,29,20,0.99
7823,2017-05-01,RXW,1,10732,2722,2339,0.75
7824,2017-05-01,RXW,other,1374,0,0,1
7825,2017-05-01,R1D,other,2282,4,0,1
7826,2017-05-01,Y02615,other,5596,0,0,1
7827,2017-05-01,RJC,1,5672,349,1768,0.94
7828,2017-05-01,RJC,other,702,0,0,1
7829,2017-05-01,RAJ,1,8733,721,2314,0.92
7830,2017-05-01,Y02470,other,2129,0,0,1
7831,2017-05-01,Y02961,other,3288,0,0,1
7832,2017-05-01,RNA,1,9013,1208,2514,0.87
7833,2017-05-01,RNA,other,6204,2,0,1
7834,2017-05-01,RQW,1,8649,1897,2017,0.78
7835,2017-05-01,RCX,1,5699,512,2184,0.91
7836,2017-05-01,RL4,1,11858,1148,2726,0.9
7837,2017-05-01,RL4,other,9165,88,0,0.99
7838,2017-05-01,RWD,1,13237,3063,3433,0.77
7839,2017-05-01,RRK,1,10122,1558,2846,0.85
7840,2017-05-01,RKB,1,12090,3288,4155,0.73
7841,2017-05-01,RKB,2,1982,26,95,0.99
7842,2017-05-01,RKB,other,2349,2,4,1
7843,2017-05-01,RWE,1,18691,4813,4167,0.74
7844,2017-05-01,RWE,2,1749,40,11,0.98
7845,2017-05-01,RJE,1,15618,4273,4730,0.73
7846,2017-05-01,RJE,2,405,0,0,1
7847,2017-05-01,RJE,other,4996,41,0,0.99
7848,2017-05-01,RBK,1,6453,1841,1990,0.71
7849,2017-05-01,RBK,other,3558,0,0,1
7850,2017-05-01,ATQ02,other,3879,0,0,1
7851,2017-05-01,RWG,1,8003,1913,2695,0.76
7852,2017-05-01,RWG,other,4023,8,0,1
7853,2017-05-01,RGR,1,5971,319,1992,0.95
7854,2017-05-01,RWP,1,10386,2813,3144,0.73
7855,2017-05-01,RWP,other,5851,0,0,1
7856,2017-05-01,RLQ,1,4747,912,1130,0.81
7857,2017-05-01,RLQ,other,3281,0,0,1
7858,2017-05-01,REM,1,7422,3081,2481,0.58
7859,2017-05-01,REM,other,7094,0,0,1
7860,2017-05-01,RCF,1,5764,361,1060,0.94
7861,2017-05-01,RBS,1,5175,230,984,0.96
7862,2017-05-01,NNF70,other,457,0,0,1
7863,2017-05-01,RFF,1,7334,651,2181,0.91
7864,2017-05-01,RXL,1,7588,2541,2244,0.67
7865,2017-05-01,RXL,other,9353,6,0,1
7866,2017-05-01,RMC,1,9081,1384,2235,0.85
7867,2017-05-01,RMC,other,1081,2,24,1
7868,2017-05-01,RAE,1,12000,2175,3160,0.82
7869,2017-05-01,NNF09,other,1915,3,0,1
7870,2017-05-01,RY2,other,7734,210,0,0.97
7871,2017-05-01,RWY,1,13267,1975,2849,0.85
7872,2017-05-01,RW3,1,12976,1667,3701,0.87
7873,2017-05-01,RW3,2,3576,7,161,1
7874,2017-05-01,RW3,other,10208,33,122,1
7875,2017-05-01,RLN,1,8083,831,2633,0.9
7876,2017-05-01,RLN,2,2464,11,41,1
7877,2017-05-01,RLN,other,3074,4,0,1
7878,2017-05-01,RJR,1,6438,1035,1579,0.84
7879,2017-05-01,RJR,other,502,34,0,0.93
7880,2017-05-01,RXP,1,11592,1772,3427,0.85
7881,2017-05-01,RXP,other,7678,0,0,1
7882,2017-05-01,RNN,other,2236,48,0,0.98
7883,2017-05-01,RP5,1,11430,1239,3351,0.89
7884,2017-05-01,RP5,other,2966,0,236,1
7885,2017-05-01,RJN,1,4238,617,979,0.85
7886,2017-05-01,RJN,other,260,0,0,1
7887,2017-05-01,RXR,1,9443,2646,3286,0.72
7888,2017-05-01,RXR,other,8349,314,26,0.96
7889,2017-05-01,RR7,1,7479,352,1526,0.95
7890,2017-05-01,RR7,other,2632,0,0,1
7891,2017-05-01,RCD,1,4364,229,1027,0.95
7892,2017-05-01,RCD,other,934,0,0,1
7893,2017-05-01,NNF99,other,252,0,0,1
7894,2017-05-01,RWA,1,11839,993,3365,0.92
7895,2017-05-01,RWA,other,1450,5,0,1
7896,2017-05-01,RV9,other,704,0,0,1
7897,2017-05-01,RXN,1,5895,1251,1840,0.79
7898,2017-05-01,RXN,other,6951,107,379,0.98
7899,2017-05-01,Y01231,other,2571,0,0,1
7900,2017-05-01,RR8,1,18560,2466,5512,0.87
7901,2017-05-01,RR8,other,2500,0,0,1
7902,2017-05-01,Y02875,other,4247,0,0,1
7903,2017-05-01,RY1,other,2181,0,0,1
7904,2017-05-01,REP,2,1090,23,105,0.98
7905,2017-05-01,Y01069,other,3357,0,0,1
7906,2017-05-01,RBT,1,6203,736,1959,0.88
7907,2017-05-01,RBT,other,1687,0,0,1
7908,2017-05-01,RXF,1,20853,2793,4875,0.87
7909,2017-05-01,RNL,1,7696,784,2109,0.9
7910,2017-05-01,RVW,1,4003,242,1533,0.94
7911,2017-05-01,RVW,other,9445,12,395,1
7912,2017-05-01,RTV,other,1958,0,0,1
7913,2017-05-01,NLO01,other,6966,78,0,0.99
7914,2017-05-01,RJL,1,11583,1933,2429,0.83
7915,2017-05-01,RJL,other,1488,1,1,1
7916,2017-05-01,RTF,1,8136,1199,4051,0.85
7917,2017-05-01,RTF,other,8969,49,31,0.99
7918,2017-05-01,RW6,1,23670,3700,5705,0.84
7919,2017-05-01,RW6,other,4587,137,113,0.97
7920,2017-05-01,RT2,other,3189,1,0,1
7921,2017-05-01,AC008,other,1178,0,0,1
7922,2017-05-01,RQ6,1,7951,2537,2294,0.68
7923,2017-05-01,RQ6,2,1597,4,29,1
7924,2017-05-01,RQ6,other,11119,0,0,1
7925,2017-05-01,RM3,1,8810,1579,2757,0.82
7926,2017-05-01,AXT02,other,3100,0,0,1
7927,2017-05-01,RCU,1,4983,92,698,0.98
7928,2017-05-01,RHQ,1,9498,1582,2887,0.83
7929,2017-05-01,RHQ,2,1196,0,0,1
7930,2017-05-01,RHQ,other,7179,0,5,1
7931,2017-05-01,RTR,1,11022,678,1932,0.94
7932,2017-05-01,RTR,other,2378,0,20,1
7933,2017-05-01,RE9,1,5059,188,1210,0.96
7934,2017-05-01,RE9,other,1006,0,0,1
7935,2017-05-01,RVY,1,6720,967,1892,0.86
7936,2017-05-01,RVY,other,2805,43,0,0.98
7937,2017-05-01,RBN,1,9250,2181,3667,0.76
7938,2017-05-01,RBN,other,5688,39,0,0.99
7939,2017-05-01,RWJ,1,8414,1122,2703,0.87
7940,2017-05-01,RMP,1,7695,1195,1845,0.84
7941,2017-05-01,RTD,1,10983,1177,2196,0.89
7942,2017-05-01,RTD,2,1881,35,19,0.98
7943,2017-05-01,RTD,other,4671,0,2,1
7944,2017-05-01,RFR,1,6441,1278,1598,0.8
7945,2017-05-01,RFR,other,4280,0,0,1
